Original Sentence,Sentiment
项王泣数行下，左右皆泣，莫能仰视。,0
于是项王乃上马骑，麾下壮士骑从者八百余人，直夜溃围南出，驰走。,2
平明，汉军乃觉之，令骑将灌婴以五千骑追之。,1
项王渡淮，骑能属者百余人耳。,0
项王至阴陵，迷失道，问一田父，田父绐曰左。,0
左，乃陷大泽中。,0
以故汉追及之。,1
项王乃复引兵而东，至东城，乃有二十八骑。,0
汉骑追者数千人。,1
项王自度不得脱，谓其骑曰：吾起兵至今八岁矣，身七十余战，所当者破，所击者服，未尝败北，遂霸有天下。,2
然今卒困于此，此天之亡我，非战之罪也。,0
今日固决死，愿为诸君快战，必三胜之，为诸君溃围，斩将，刈旗，令诸君知天亡我，非战之罪也。,0
乃分其骑以为四队，四向。,1
汉军围之数重。,1
项王谓其骑曰：吾为公取彼一将。,0
令四面骑驰下，期山东为三处。,1
于是项王大呼驰下，汉军皆披靡，遂斩汉一将。,0
是时，赤泉侯为骑将，追项王，项王瞋目而叱之，赤泉侯人马俱惊，辟易数里。,0
与其骑会为三处。,1
汉军不知项王所在，乃分军为三，复围之。,0
项王乃驰，复斩汉一都尉，杀数十百人，复聚其骑，亡其两骑耳。,2
乃谓其骑曰：何如？,1
骑皆伏曰：如大王言。,2
于是项王乃欲东渡乌江。,1
乌江亭长舣船待，谓项王曰：江东虽小，地方千里，众数十万人，亦足王也。,1
愿大王急渡。,1
今独臣有船，汉军至，无以渡。,1
项王笑曰：天之亡我，我何渡为！,0
且籍与江东子弟八千人渡江而西，今无一人还，纵江东父兄怜而王我，我何面目见之？,0
纵彼不言，籍独不愧于心乎？,0
乃谓亭长曰：吾知公长者。,2
吾骑此马五岁，所当无敌，尝一日行千里，不忍杀之，以赐公。,2
乃令骑皆下马步行，持短兵接战。,1
独籍所杀汉军数百人。,1
项王身亦被十余创。,0
顾见汉骑司马吕马童，曰：若非吾故人乎？,1
马童面之，指王翳曰：此项王也。,1
项王乃曰：吾闻汉购我头千金，邑万户，吾为若德。,0
乃自刎而死。,0
王翳取其头，余骑相蹂践争项王，相杀者数十人。,0
最其后，郎中骑杨喜，骑司马吕马童，郎中吕胜、杨武各得其一体。,1
五人共会其体，皆是。,1
故分其地为五：封吕马童为中水侯，封王翳为杜衍侯，封杨喜为赤泉侯，封杨武为吴防侯，封吕胜为涅阳侯。,2
项王已死，楚地皆降汉，独鲁不下。,1
汉乃引天下兵欲屠之，为其守礼义，为主死节，乃持项王头视鲁，鲁父兄乃降。,1
始，楚怀王初封项籍为鲁公，及其死，鲁最后下，故以鲁公礼葬项王谷城。,1
汉王为发哀，泣之而去。,0
诸项氏枝属，汉王皆不诛。,1
乃封项伯为射阳侯。,2
桃侯、平皋侯、玄武侯皆项氏，赐姓刘。,2
太史公曰：吾闻之周生曰舜目盖重瞳子，又闻项羽亦重瞳子。,1
羽岂其苗裔邪？,1
何兴之暴也！,2
夫秦失其政，陈涉首难，豪杰蜂起，相与并争，不可胜数。,1
然羽非有尺寸，乘势起陇亩之中，三年，遂将五诸侯灭秦，分裂天下，而封王侯，政由羽出，号为霸王，位虽不终，近古以来未尝有也。,1
及羽背关怀楚，放逐义帝而自立，怨王侯叛己，难矣。,0
自矜功伐，奋其私智而不师古，谓霸王之业，欲以力征经营天下，五年卒亡其国，身死东城，尚不觉寤而不自责，过矣。,0
乃引天亡我，非用兵之罪也，岂不谬哉！,0
曹沫者，鲁人也，以勇力事鲁庄公。,2
庄公好力。,2
曹沫为鲁将，与齐战，三败北。,0
鲁庄公惧，乃献遂邑之地以和。,0
犹复以为将。,1
齐桓公许与鲁会于柯而盟。,0
桓公与庄公既盟于坛上，曹沫执匕首劫齐桓公，桓公左右莫敢动，而问曰：子将何欲？,0
曹沫曰：齐强鲁弱，而大国侵鲁亦甚矣。,0
今鲁城坏即压齐境，君其图之。,0
桓公乃许尽归鲁之侵地。,1
既已言，曹沫投其匕首，下坛，北面就群臣之位，颜色不变，辞令如故。,1
桓公怒，欲倍其约。,0
管仲曰：不可。,1
夫贪小利以自快，弃信于诸侯，失天下之援，不如与之。,0
于是桓公乃遂割鲁侵地，曹沫三战所亡地尽复予鲁。,0
其后百六十有七年而吴有专诸之事。,1
专诸者，吴堂邑人也。,2
伍子胥之亡楚而如吴也，知专诸之能。,1
伍子胥既见吴王僚，说以伐楚之利。,1
吴公子光曰：彼伍员父兄皆死于楚而员言伐楚，欲自为报私雠也，非能为吴。,1
吴王乃止。,1
伍子胥知公子光之欲杀吴王僚，乃曰：彼光将有内志，未可说以外事。,1
乃进专诸于公子光。,1
光之父曰吴王诸樊。,1
诸樊弟三人：次曰余祭，次曰夷眜，次曰季子札。,1
诸樊知季子札贤而不立太子，以次传三弟，欲卒致国于季子札。,1
诸樊既死，传余祭。,1
余祭死，传夷眜。,1
夷眜死，当传季子札；季子札逃不肯立，吴人乃立夷眜之子僚为王。,1
公子光曰：使以兄弟次邪，季子当立；必以子乎，则光真適嗣，当立。,1
故尝阴养谋臣以求立。,0
光既得专诸，善客待之。,1
九年而楚平王死。,0
春，吴王僚欲因楚丧，使其二弟公子盖余、属庸将兵围楚之灊；使延陵季子于晋，以观诸侯之变。,1
楚发兵绝吴将盖余、属庸路，吴兵不得还。,0
于是公子光谓专诸曰：此时不可失，不求何获！,0
且光真王嗣，当立，季子虽来，不吾废也。,1
专诸曰：王僚可杀也。,1
母老子弱，而两弟将兵伐楚，楚绝其后。,0
方今吴外困于楚，而内空无骨鲠之臣，是无如我何。,0
公子光顿首曰：光之身，子之身也。,1
,1
,1
四月丙子，光伏甲士于窟室中，而具酒请王僚。,1
王僚使兵陈自宫至光之家，门户阶陛左右，皆王僚之亲戚也。,1
夹立侍，皆持长铍。,1
酒既酣，公子光详为足疾，入窟室中，使专诸置匕首鱼炙之腹中而进之。,1
既至王前，专诸擘鱼，因以匕首刺王僚，王僚立死。,0
左右亦杀专诸，王人扰乱。,0
公子光出其伏甲以攻王僚之徒，尽灭之，遂自立为王，是为阖闾。,0
阖闾乃封专诸之子以为上卿。,0
其后七十余年而晋有豫让之事。,1
豫让者，晋人也，故尝事范氏及中行氏，而无所知名。,0
去而事智伯，智伯甚尊宠之。,1
及智伯伐赵襄子，赵襄子与韩、魏合谋灭智伯，灭智伯之后而三分其地。,2
赵襄子最怨智伯，漆其头以为饮器。,0
豫让遁逃山中，曰：嗟乎！,0
士为知己者死，女为说己者容。,0
今智伯知我，我必为报雠而死，以报智伯，则吾魂魄不愧矣。,1
乃变名姓为刑人，入宫涂厕，中挟匕首，欲以刺襄子。,2
襄子如厕，心动，执问涂厕之刑人，则豫让，内持刀兵，曰：欲为智伯报仇！,0
左右欲诛之。,0
襄子曰：彼义人也，吾谨避之耳。,0
且智伯亡无后，而其臣欲为报仇，此天下之贤人也。,2
卒醳去之。,1
居顷之，豫让又漆身为厉，吞炭为哑，使形状不可知，行乞于市。,0
其妻不识也。,0
行见其友，其友识之，曰：汝非豫让邪？,1
曰：我是也。,1
其友为泣曰：以子之才，委质而臣事襄子，襄子必近幸子。,2
近幸子，乃为所欲，顾不易邪？,2
何乃残身苦形，欲以求报襄子，不亦难乎！,0
豫让曰：既已委质臣事人，而求杀之，是怀二心以事其君也。,0
且吾所为者极难耳！,1
然所以为此者，将以愧天下后世之为人臣怀二心以事其君者也。,0
既去，顷之，襄子当出，豫让伏于所当过之桥下。,1
襄子至桥，马惊，襄子曰：此必是豫让也。,0
使人问之，果豫让也。,1
于是襄子乃数豫让曰：子不尝事范、中行氏乎？,0
智伯尽灭之，而子不为报雠，而反委质臣于智伯。,0
智伯亦已死矣，而子独何以为之报雠之深也？,0
豫让曰：臣事范、中行氏，范、中行氏皆众人遇我，我故众人报之。,2
至于智伯，国士遇我，我故国士报之。,2
襄子喟然叹息而泣曰：嗟乎豫子！,0
子之为智伯，名既成矣，而寡人赦子，亦已足矣。,0
子其自为计，寡人不复释子！,0
使兵围之。,1
豫让曰：臣闻明主不掩人之美，而忠臣有死名之义。,2
前君已宽赦臣，天下莫不称君之贤。,2
今日之事，臣固伏诛，然愿请君之衣而击之，焉以致报雠之意，则虽死不恨。,0
非所敢望也，敢布腹心！,0
于是襄子大义之，乃使使持衣与豫让。,2
豫让拔剑三跃而击之，曰：吾可以下报智伯矣！,0
遂伏剑自杀。,0
死之日，赵国志士闻之，皆为涕泣。,0
其后四十余年而轵有聂政之事。,0
聂政者，轵深井里人也。,1
杀人避仇，与母、姊如齐，以屠为事。,0
久之，濮阳严仲子事韩哀侯，与韩相侠累有郤。,0
严仲子恐诛，亡去，游求人可以报侠累者。,0
至齐，齐人或言聂政勇敢士也，避仇隐于屠者之间。,1
严仲子至门请，数反，然后具酒自畅聂政母前。,1
酒酣，严仲子奉黄金百溢，前为聂政母寿。,2
聂政惊怪其厚，固谢严仲子。,0
严仲子固进，而聂政谢曰：臣幸有老母，家贫，客游以为狗屠，可以旦夕得甘毳以养亲。,2
亲供养备，不敢当仲子之赐。,1
严仲子辟人，因为聂政言曰：臣有仇，而行游诸侯众矣；然至齐，窃闻足下义甚高，故进百金者，将用为大人粗粝之费，得以交足下之欢，岂敢以有求望邪！,1
聂政曰：臣所以降志辱身居市井屠者，徒幸以养老母；老母在，政身未敢以许人也。,1
严仲子固让，聂政竟不肯受也。,0
然严仲子卒备宾主之礼而去。,1
久之，聂政母死。,0
既已葬，除服，聂政曰：嗟乎！,0
政乃市井之人，鼓刀以屠；而严仲子乃诸侯之卿相也，不远千里，枉车骑而交臣。,2
臣之所以待之，至浅鲜矣，未有大功可以称者，而严仲子奉百金为亲寿，我虽不受，然是者徒深知政也。,2
夫贤者以感忿睚眦之意而亲信穷僻之人，而政独安得嘿然而已乎！,1
且前日要政，政徒以老母；老母今以天年终，政将为知己者用。,1
乃遂西至濮阳，见严仲子曰：前日所以不许仲子者，徒以亲在；今不幸而母以天年终。,0
仲子所欲报仇者为谁？,1
请得从事焉！,1
严仲子具告曰：臣之仇韩相侠累，侠累又韩君之季父也，宗族盛多，居处兵卫甚设，臣欲使人刺之，终莫能就。,0
今足下幸而不弃，请益其车骑壮士可为足下辅翼者。,1
聂政曰：韩之与卫，相去中间不甚远，今杀人之相，相又国君之亲，此其势不可以多人，多人不能无生得失，生得失则语泄，语泄是韩举国而与仲子为雠，岂不殆哉！,0
遂谢车骑人徒。,1
聂政乃辞独行。,1
杖剑至韩，韩相侠累方坐府上，持兵戟而卫侍者甚众。,1
聂政直入，上阶刺杀侠累，左右大乱。,0
聂政大呼，所击杀者数十人，因自皮面决眼，自屠出肠，遂以死。,0
韩取聂政尸暴于市，购问莫知谁子。,1
于是韩县购之，有能言杀相侠累者予千金。,1
久之莫知也。,1
政姊荣闻人有刺杀韩相者，贼不得，国不知其名姓，暴其尸而县之千金，乃於邑曰：其是吾弟与？,0
嗟乎，严仲子知吾弟！,0
立起，如韩，之市，而死者果政也，伏尸哭极哀，曰：是轵深井里所谓聂政者也。,0
市行者诸众人皆曰：此人暴虐吾国相，王县购其名姓千金，夫人不闻与？,0
何敢来识之也？,0
荣应之曰：闻之。,1
然政所以蒙污辱自弃于市贩之间者，为老母幸无恙，妾未嫁也。,1
亲既以天年下世，妾已嫁夫，严仲子乃察举吾弟困污之中而交之，泽厚矣，可奈何！,1
士固为知己者死，今乃以妾尚在之故，重自刑以绝从，妾其奈何畏殁身之诛，终灭贤弟之名！,0
大惊韩市人。,1
乃大呼天者三，卒於邑悲哀而死政之旁。,0
晋、楚、齐、卫闻之，皆曰：非独政能也，乃其姊亦烈女也。,2
乡使政诚知其姊无濡忍之志，不重暴骸之难，必绝险千里以列其名，姊弟俱僇于韩市者，亦未必敢以身许严仲子也。,1
严仲子亦可谓知人能得士矣！,2
其后二百二十余年秦有荆轲之事。,0
荆轲者，卫人也。,1
其先乃齐人，徙于卫，卫人谓之庆卿。,1
而之燕，燕人谓之荆卿。,0
荆卿好读书击剑，以术说卫元君，卫元君不用。,1
其后秦伐魏，置东郡，徙卫元君之支属于野王。,1
荆轲尝游过榆次，与盖聂论剑，盖聂怒而目之。,0
荆轲出，人或言复召荆卿。,0
盖聂曰：曩者吾与论剑有不称者，吾目之；试往，是宜去，不敢留。,0
使使往之主人，荆卿则已驾而去榆次矣。,0
使者还报，盖聂曰：固去也，吾曩者目摄之！,0
荆轲游于邯郸，鲁句践与荆轲博，争道，鲁句践怒而叱之，荆轲嘿而逃去，遂不复会。,0
荆轲既至燕，爱燕之狗屠及善击筑者高渐离。,2
荆轲嗜酒，日与狗屠及高渐离饮于燕市，酒酣以往，高渐离击筑，荆轲和而歌于市中，相乐也，已而相泣，旁若无人者。,0
荆轲虽游于酒人乎，然其为人沉深好书；其所游诸侯，尽与其贤豪长者相结。,2
其之燕，燕之处士田光先生亦善待之，知其非庸人也。,1
居顷之，会燕太子丹质秦亡归燕。,1
燕太子丹者，故尝质于赵，而秦王政生于赵，其少时与丹欢。,1
及政立为秦王，而丹质于秦。,1
秦王之遇燕太子丹不善，故丹怨而亡归。,0
归而求为报秦王者，国小，力不能。,0
其后秦日出兵山东以伐齐、楚、三晋，稍蚕食诸侯，且至于燕，燕君臣皆恐祸之至。,0
太子丹患之，问其傅鞠武。,2
武对曰：秦地遍天下，威胁韩、魏、赵氏。,0
北有甘泉、谷口之固，南有泾、渭之沃，擅巴、汉之饶，右陇、蜀之山，左关、殽之险，民众而士厉，兵革有余。,2
意有所出，则长城之南，易水以北，未有所定也。,1
奈何以见陵之怨，欲批其逆鳞哉！,0
丹曰：然则何由？,1
对曰：请入图之。,1
居有间，秦将樊於期得罪于秦王，亡之燕，太子受而舍之。,1
